student_id,semester,department,level,attendance_pct,study_hours_per_week,prev_gpa,ca_score,exam_score,prev_final_score,final_score,score_delta,performance_trend,grade,is_at_risk
f7779579-c8cd-456b-ae01-a294852ba1c4,0,Computer Science,200,96.8,16.8,4.72,30.5,55.2,,86.2,0.0,stable,A,0
f7779579-c8cd-456b-ae01-a294852ba1c4,1,Computer Science,200,100.0,8.0,2.33,32.0,14.1,86.2,44.5,-41.7,declining,F,1
9d5cad49-cb79-4c21-b6d4-59241123ee1a,0,Political Science,300,63.6,12.8,3.27,37.1,50.2,,85.5,0.0,stable,A,0
9d5cad49-cb79-4c21-b6d4-59241123ee1a,1,Political Science,300,61.5,14.5,1.94,36.5,51.0,85.5,86.1,0.5,stable,A,0
08d52073-53a0-41f8-ae74-2fff1ad0097b,0,Computer Engineering,200,49.3,18.8,2.91,31.0,28.3,,57.5,0.0,stable,C,1
08d52073-53a0-41f8-ae74-2fff1ad0097b,1,Computer Engineering,200,75.1,12.2,2.64,33.1,28.3,57.5,61.0,3.5,stable,B,0
8ec8588f-e817-4df9-92be-7f812d9e00d9,0,Accounting,100,76.8,14.6,3.57,24.7,27.2,,55.8,0.0,stable,C,0
8ec8588f-e817-4df9-92be-7f812d9e00d9,1,Accounting,100,80.0,8.3,4.24,31.6,51.2,55.8,83.0,27.2,improving,A,0
df28c8d4-5ab9-484b-91fd-6f49b5f7207b,0,Law,300,100.0,20.8,2.8,39.9,51.9,,95.9,0.0,stable,A,0
df28c8d4-5ab9-484b-91fd-6f49b5f7207b,1,Law,300,60.5,15.4,3.85,18.3,31.9,95.9,44.1,-51.8,declining,F,1
a02d00df-58aa-47e9-be39-556f95baff47,0,Architecture,300,71.0,15.6,4.2,29.6,60.0,,85.4,0.0,stable,A,0
a02d00df-58aa-47e9-be39-556f95baff47,1,Architecture,300,49.4,11.7,3.31,24.7,19.3,85.4,43.8,-41.6,declining,F,1
b05de5f5-75da-40f4-a712-bb11c4f33c05,0,Electrical Engineering,300,55.4,15.3,3.29,21.4,37.4,,55.6,0.0,stable,C,0
b05de5f5-75da-40f4-a712-bb11c4f33c05,1,Electrical Engineering,300,74.1,16.8,2.21,32.3,36.1,55.6,66.1,10.4,improving,B,0
36f7bc63-c38c-46a5-b507-a0cae8afa983,0,Medicine,200,73.4,6.8,2.56,23.7,54.6,,78.4,0.0,stable,A,0
36f7bc63-c38c-46a5-b507-a0cae8afa983,1,Medicine,200,64.5,13.1,2.91,26.8,46.3,78.4,75.4,-3.1,stable,A,0
dab79b1f-7235-44d3-ab71-817011a8d555,0,Sociology,300,67.0,9.1,2.78,16.9,21.9,,42.9,0.0,stable,F,1
dab79b1f-7235-44d3-ab71-817011a8d555,1,Sociology,300,99.7,10.8,3.46,36.5,60.0,42.9,99.8,56.9,improving,A,0
75a7989d-5a60-4b9f-85f6-f92b75f2ddde,0,Biology,100,73.1,7.2,1.71,30.6,26.0,,52.4,0.0,stable,C,0
75a7989d-5a60-4b9f-85f6-f92b75f2ddde,1,Biology,100,65.3,6.6,4.35,32.5,38.3,52.4,75.2,22.8,improving,A,0
d5ec6ce7-37c7-4d6a-8706-18bcd6cfbe13,0,Psychology,200,76.2,7.7,4.22,32.9,28.6,,60.9,0.0,stable,B,0
d5ec6ce7-37c7-4d6a-8706-18bcd6cfbe13,1,Psychology,200,61.9,5.1,3.74,36.9,22.1,60.9,60.7,-0.2,stable,B,0
c8bb7442-d3b0-4259-b070-470ab7eaaf53,0,Economics,200,65.2,9.6,2.53,23.7,37.4,,58.6,0.0,stable,C,0
c8bb7442-d3b0-4259-b070-470ab7eaaf53,1,Economics,200,79.1,11.7,2.81,26.3,33.2,58.6,61.8,3.2,stable,B,0
8adc0397-7a30-4273-bbd7-ab0cea0e348d,0,Electrical Engineering,400,82.5,7.1,3.08,35.3,19.5,,56.4,0.0,stable,C,0
8adc0397-7a30-4273-bbd7-ab0cea0e348d,1,Electrical Engineering,400,65.1,14.9,2.39,19.0,24.1,56.4,43.2,-13.2,declining,F,1
68c2f4d2-2c3d-4a49-8e51-27a45d386a47,0,Law,300,78.9,7.5,3.51,22.5,36.7,,55.5,0.0,stable,C,0
68c2f4d2-2c3d-4a49-8e51-27a45d386a47,1,Law,300,65.2,12.2,2.31,26.1,48.4,55.5,72.8,17.3,improving,A,0
a4a3e32b-cc99-4882-ac32-acb9fae8ed89,0,Biochemistry,200,87.5,6.4,3.42,39.7,11.7,,49.0,0.0,stable,D,0
a4a3e32b-cc99-4882-ac32-acb9fae8ed89,1,Biochemistry,200,83.7,11.0,3.3,28.7,40.3,49.0,68.6,19.6,improving,B,0
d99681cd-bf41-4488-b252-5472e7b8f7a8,0,Sociology,300,92.5,13.3,3.27,31.4,36.1,,66.3,0.0,stable,B,0
d99681cd-bf41-4488-b252-5472e7b8f7a8,1,Sociology,300,80.9,9.9,3.23,40.0,47.2,66.3,86.3,20.0,improving,A,0
5c22bed8-4f2a-40ff-a35a-8a74105f044e,0,Accounting,100,93.0,10.0,1.37,28.6,16.1,,43.7,0.0,stable,F,1
5c22bed8-4f2a-40ff-a35a-8a74105f044e,1,Accounting,100,75.3,20.4,3.26,29.0,54.4,43.7,76.7,33.0,improving,A,0
5b6d9eb9-c2e3-4762-ac8c-50ce3cfad3dc,0,Mechanical Engineering,100,78.5,15.9,1.82,36.4,43.3,,78.5,0.0,stable,A,0
5b6d9eb9-c2e3-4762-ac8c-50ce3cfad3dc,1,Mechanical Engineering,100,84.5,23.4,3.15,33.1,43.4,78.5,74.0,-4.6,stable,A,0
eb46e20e-a194-440f-b256-86ef736e7792,0,Political Science,300,87.5,7.7,3.06,30.1,41.4,,72.5,0.0,stable,A,0
eb46e20e-a194-440f-b256-86ef736e7792,1,Political Science,300,90.6,9.4,2.78,28.2,32.9,72.5,62.2,-10.3,declining,B,0
4ff2ee6c-d52a-4a89-801b-3cd314478a97,0,Law,300,86.4,7.4,3.7,39.0,41.8,,86.5,0.0,stable,A,0
4ff2ee6c-d52a-4a89-801b-3cd314478a97,1,Law,300,63.4,5.8,1.58,35.2,38.8,86.5,73.8,-12.7,declining,A,0
830394f3-2e3b-482e-bc07-5d8c34eaac77,0,Computer Engineering,200,79.2,6.4,4.96,31.5,40.6,,74.2,0.0,stable,A,0
830394f3-2e3b-482e-bc07-5d8c34eaac77,1,Computer Engineering,200,82.2,13.1,2.37,33.8,57.9,74.2,95.8,21.5,improving,A,0
e049776e-7e31-4822-ae63-0c5fd69cb232,0,Biochemistry,300,98.9,9.4,2.21,34.2,36.7,,74.2,0.0,stable,A,0
e049776e-7e31-4822-ae63-0c5fd69cb232,1,Biochemistry,300,49.6,19.6,2.87,22.8,34.7,74.2,52.5,-21.7,declining,C,1
ddee82b3-f302-49a7-aa8a-f115ed14f658,0,Mechanical Engineering,400,87.3,12.4,1.97,26.0,34.4,,65.4,0.0,stable,B,0
ddee82b3-f302-49a7-aa8a-f115ed14f658,1,Mechanical Engineering,400,71.1,4.5,2.8,27.9,6.8,65.4,34.5,-30.9,declining,F,1
14d5eabe-0da0-433f-91c7-02bdd4f8c424,0,Law,400,71.5,15.5,4.48,34.9,42.3,,73.9,0.0,stable,A,0
14d5eabe-0da0-433f-91c7-02bdd4f8c424,1,Law,400,100.0,12.3,3.01,34.9,41.8,73.9,76.2,2.3,stable,A,0
6bffaefe-de63-463a-8ce9-70e737f7a2fe,0,Electrical Engineering,300,66.4,9.3,2.97,25.6,30.4,,56.3,0.0,stable,C,0
6bffaefe-de63-463a-8ce9-70e737f7a2fe,1,Electrical Engineering,300,71.2,19.5,0.88,34.7,53.2,56.3,81.6,25.3,improving,A,0
c6e8640d-10cf-44e8-a9cd-28447e21088a,0,Electrical Engineering,200,69.9,10.1,1.87,25.1,24.9,,55.2,0.0,stable,C,0
c6e8640d-10cf-44e8-a9cd-28447e21088a,1,Electrical Engineering,200,89.0,18.4,3.58,27.2,40.0,55.2,68.7,13.4,improving,B,0
b634b4e5-44e9-4c45-89e6-61f2a3455ac4,0,Biology,300,56.7,15.6,2.81,24.5,48.8,,74.6,0.0,stable,A,0
b634b4e5-44e9-4c45-89e6-61f2a3455ac4,1,Biology,300,69.6,17.8,2.14,32.0,47.9,74.6,79.0,4.3,stable,A,0
3dae5d3c-d293-40e8-aba0-0efd13fcd4ac,0,Biology,400,79.9,5.7,3.74,30.1,31.4,,64.6,0.0,stable,B,0
3dae5d3c-d293-40e8-aba0-0efd13fcd4ac,1,Biology,400,64.4,5.0,1.75,30.9,19.2,64.6,55.4,-9.1,declining,C,0
169bcceb-0e20-40ac-9521-981e6245bd0e,0,Biochemistry,400,43.8,20.5,3.17,23.3,40.5,,65.0,0.0,stable,B,1
169bcceb-0e20-40ac-9521-981e6245bd0e,1,Biochemistry,400,74.4,17.5,3.09,30.6,40.1,65.0,70.5,5.5,improving,A,0
bcfb34bf-4243-4dac-8f5e-95e6903a73b9,0,Medicine,200,79.6,3.4,1.92,34.6,33.0,,67.1,0.0,stable,B,0
bcfb34bf-4243-4dac-8f5e-95e6903a73b9,1,Medicine,200,75.3,13.7,2.57,26.2,41.9,67.1,65.1,-2.0,stable,B,0
784b5c76-a0ba-407a-a3b3-13f5335ebb4a,0,Electrical Engineering,400,81.1,3.5,3.82,33.6,37.7,,74.2,0.0,stable,A,0
784b5c76-a0ba-407a-a3b3-13f5335ebb4a,1,Electrical Engineering,400,100.0,17.1,1.53,28.6,34.0,74.2,62.7,-11.6,declining,B,0
47432dcb-d4e1-4295-80ec-cb93ff738f90,0,Computer Engineering,100,82.8,8.4,3.15,27.8,31.2,,54.7,0.0,stable,C,0
47432dcb-d4e1-4295-80ec-cb93ff738f90,1,Computer Engineering,100,61.2,5.2,2.22,32.5,23.7,54.7,64.1,9.4,improving,B,0
9571d4a9-9084-45e3-af1c-2c486334a528,0,Accounting,100,82.4,12.9,2.31,35.0,33.1,,68.4,0.0,stable,B,0
9571d4a9-9084-45e3-af1c-2c486334a528,1,Accounting,100,100.0,11.5,3.92,31.5,40.7,68.4,77.5,9.1,improving,A,0
1b9a848d-96c9-4363-ab26-1bcb945a6498,0,Electrical Engineering,200,65.6,21.1,3.57,25.3,53.5,,81.7,0.0,stable,A,0
1b9a848d-96c9-4363-ab26-1bcb945a6498,1,Electrical Engineering,200,84.3,4.1,2.42,30.6,32.1,81.7,64.5,-17.2,declining,B,0
831f0008-6e01-49d7-aea3-ee7686d7cf8c,0,Political Science,400,77.7,5.3,3.3,33.6,41.0,,77.8,0.0,stable,A,0
831f0008-6e01-49d7-aea3-ee7686d7cf8c,1,Political Science,400,87.5,14.3,2.94,24.2,45.4,77.8,70.2,-7.6,declining,A,0
203feb68-089b-4a51-bdeb-06157ac979b5,0,Psychology,100,79.1,5.6,2.14,36.1,32.9,,71.0,0.0,stable,A,0
203feb68-089b-4a51-bdeb-06157ac979b5,1,Psychology,100,75.4,12.1,3.75,27.5,42.1,71.0,68.3,-2.8,stable,B,0
de6c0823-657a-4312-8189-7b1b9516cc7a,0,Law,400,68.5,10.5,3.18,26.3,51.4,,75.0,0.0,stable,A,0
de6c0823-657a-4312-8189-7b1b9516cc7a,1,Law,400,72.2,9.8,4.16,30.4,50.6,75.0,76.6,1.6,stable,A,0
067b3797-bd47-485a-9811-fd19dd8b022d,0,Psychology,400,79.0,16.4,3.07,36.1,37.7,,78.1,0.0,stable,A,0
067b3797-bd47-485a-9811-fd19dd8b022d,1,Psychology,400,100.0,10.2,2.64,40.0,53.4,78.1,91.8,13.7,improving,A,0
a0f538b7-7f22-46bb-a555-4906788554ce,0,Economics,300,68.7,10.6,1.92,24.1,26.4,,48.2,0.0,stable,D,0
a0f538b7-7f22-46bb-a555-4906788554ce,1,Economics,300,74.5,13.2,4.24,24.9,52.7,48.2,77.0,28.8,improving,A,0
fc955b4a-1a5d-46b9-90d9-0e6e6e96a13d,0,Economics,100,74.3,15.4,2.1,31.8,41.8,,75.1,0.0,stable,A,0
fc955b4a-1a5d-46b9-90d9-0e6e6e96a13d,1,Economics,100,79.3,24.3,2.49,28.2,41.1,75.1,67.6,-7.5,declining,B,0
a12c751b-99f2-4ea6-8f87-f342206fe36c,0,Sociology,100,65.4,17.9,4.14,25.2,37.8,,64.4,0.0,stable,B,0
a12c751b-99f2-4ea6-8f87-f342206fe36c,1,Sociology,100,66.7,15.2,3.16,20.8,57.6,64.4,83.8,19.4,improving,A,0
6e69d0d5-4fa6-43f6-bab6-9fbc2271e582,0,Sociology,300,65.8,10.1,3.23,29.8,45.2,,81.1,0.0,stable,A,0
6e69d0d5-4fa6-43f6-bab6-9fbc2271e582,1,Sociology,300,72.3,8.0,1.9,25.8,34.2,81.1,65.4,-15.7,declining,B,0
e0b6d4b7-2337-431a-b520-0cc5e51bfa39,0,Political Science,300,67.2,13.1,2.99,34.4,60.0,,92.8,0.0,stable,A,0
e0b6d4b7-2337-431a-b520-0cc5e51bfa39,1,Political Science,300,67.7,17.2,3.55,37.8,50.2,92.8,86.9,-5.9,declining,A,0
ad5c57ae-ae47-4b13-bdcf-71e6392d3e4e,0,Computer Engineering,300,83.9,17.5,3.66,34.3,55.5,,93.3,0.0,stable,A,0
ad5c57ae-ae47-4b13-bdcf-71e6392d3e4e,1,Computer Engineering,300,95.7,15.2,2.87,34.9,53.7,93.3,86.1,-7.2,declining,A,0
5c62c2b5-6fc2-4fc5-a77e-86d329a1deaa,0,Law,200,80.5,10.0,3.02,37.5,40.1,,77.8,0.0,stable,A,0
5c62c2b5-6fc2-4fc5-a77e-86d329a1deaa,1,Law,200,54.6,15.7,3.52,36.7,40.2,77.8,77.6,-0.2,stable,A,0
d2c4a8d9-5c7f-4de0-b7b4-f174da527826,0,Architecture,100,78.7,19.9,2.92,32.1,51.1,,83.8,0.0,stable,A,0
d2c4a8d9-5c7f-4de0-b7b4-f174da527826,1,Architecture,100,68.3,13.0,3.86,23.5,43.3,83.8,64.7,-19.1,declining,B,0
2bba6293-09c4-4a95-9aa6-b3d195c17669,0,Biology,300,92.9,4.4,2.55,35.5,48.9,,84.2,0.0,stable,A,0
2bba6293-09c4-4a95-9aa6-b3d195c17669,1,Biology,300,66.7,21.4,1.84,17.3,48.4,84.2,64.2,-20.0,declining,B,0
f1c7b4f3-4bf9-42c7-a400-154d6c232cd9,0,Economics,200,59.7,15.5,3.2,24.1,29.7,,56.4,0.0,stable,C,0
f1c7b4f3-4bf9-42c7-a400-154d6c232cd9,1,Economics,200,84.8,11.5,4.48,26.6,26.9,56.4,51.4,-5.0,stable,C,0
982f628a-a017-4a2f-8a28-d1e052686ce4,0,Economics,100,74.3,13.2,2.81,31.6,27.5,,63.5,0.0,stable,B,0
982f628a-a017-4a2f-8a28-d1e052686ce4,1,Economics,100,73.8,17.6,3.27,32.0,49.8,63.5,83.2,19.7,improving,A,0
d60ac788-7f1f-4bfb-86d3-8d6ddf1c84cd,0,Accounting,300,84.6,18.6,3.16,35.5,43.7,,83.5,0.0,stable,A,0
d60ac788-7f1f-4bfb-86d3-8d6ddf1c84cd,1,Accounting,300,64.9,21.0,2.97,20.8,47.2,83.5,66.0,-17.5,declining,B,0
7441dd93-39cb-4eac-8829-6852958c9833,0,Accounting,200,87.6,8.7,2.64,23.1,32.0,,47.8,0.0,stable,D,0
7441dd93-39cb-4eac-8829-6852958c9833,1,Accounting,200,51.2,15.8,3.63,27.4,33.9,47.8,61.1,13.3,improving,B,0
890499a0-cf8f-4ba7-ae7c-ef0e52c3f10a,0,Electrical Engineering,300,74.9,6.2,4.2,34.4,35.6,,70.1,0.0,stable,A,0
890499a0-cf8f-4ba7-ae7c-ef0e52c3f10a,1,Electrical Engineering,300,78.1,1.8,2.8,27.2,21.9,70.1,48.2,-21.8,declining,D,0
b19d0494-076e-4d5c-8243-56caedf8c4aa,0,Political Science,200,100.0,15.2,2.54,37.9,54.9,,95.6,0.0,stable,A,0
b19d0494-076e-4d5c-8243-56caedf8c4aa,1,Political Science,200,75.9,8.8,3.56,32.1,47.3,95.6,81.4,-14.2,declining,A,0
a8b712ba-ee15-4059-b683-032df4239450,0,Economics,100,90.7,9.3,4.05,34.1,60.0,,92.1,0.0,stable,A,0
a8b712ba-ee15-4059-b683-032df4239450,1,Economics,100,100.0,13.0,2.48,32.6,36.0,92.1,69.9,-22.2,declining,B,0
112ac361-a462-42c0-a245-7bd0f045c434,0,Psychology,300,82.8,9.1,2.98,40.0,54.8,,96.1,0.0,stable,A,0
112ac361-a462-42c0-a245-7bd0f045c434,1,Psychology,300,75.6,12.6,3.49,25.0,38.4,96.1,58.4,-37.7,declining,C,0
b75d380a-520c-47c0-86c2-31c9a9258c23,0,Architecture,100,81.0,15.2,2.61,39.1,28.9,,63.5,0.0,stable,B,0
b75d380a-520c-47c0-86c2-31c9a9258c23,1,Architecture,100,78.4,17.2,4.35,28.4,56.8,63.5,85.1,21.5,improving,A,0
bf55a3d1-3b3a-4388-8754-323d71586c44,0,Computer Engineering,300,72.4,16.4,3.52,21.6,58.5,,84.3,0.0,stable,A,0
bf55a3d1-3b3a-4388-8754-323d71586c44,1,Computer Engineering,300,65.6,14.0,3.4,29.4,36.3,84.3,63.7,-20.6,declining,B,0
65d42bea-588f-4185-809a-fca10c13222f,0,Biochemistry,300,74.6,17.9,3.43,28.1,52.3,,71.9,0.0,stable,A,0
65d42bea-588f-4185-809a-fca10c13222f,1,Biochemistry,300,92.2,3.3,2.71,27.8,19.8,71.9,51.2,-20.7,declining,C,0
4a512e96-1e18-4c78-a41d-a03d8df45561,0,Mechanical Engineering,100,68.0,13.7,2.96,31.0,41.5,,68.6,0.0,stable,B,0
4a512e96-1e18-4c78-a41d-a03d8df45561,1,Mechanical Engineering,100,89.9,9.5,1.75,30.8,50.3,68.6,83.7,15.1,improving,A,0
05522d70-d593-4a50-a783-a08b6e099f12,0,Mechanical Engineering,100,69.8,10.3,2.74,39.3,41.6,,82.3,0.0,stable,A,0
05522d70-d593-4a50-a783-a08b6e099f12,1,Mechanical Engineering,100,90.5,13.2,2.79,32.1,39.3,82.3,71.3,-11.0,declining,A,0
9bf9c5f2-c66f-4bb4-bf7e-446f491cbd41,0,Computer Engineering,400,85.9,12.3,3.59,31.8,41.7,,67.5,0.0,stable,B,0
9bf9c5f2-c66f-4bb4-bf7e-446f491cbd41,1,Computer Engineering,400,88.7,13.7,3.8,18.3,60.0,67.5,77.8,10.3,improving,A,0
