student_id,semester,department,level,attendance_pct,study_hours_per_week,prev_gpa,ca_score,exam_score,prev_final_score,final_score,score_delta,performance_trend,grade,is_at_risk
b586458b-4767-4f7f-a20c-6c318ac82357,2,Mechanical Engineering,300,92.4,7.9,3.77,35.5,46.4,70.3,87.6,17.4,improving,A,0
8dfc76ba-cc41-4cdf-a54d-0f563a76e13b,1,Sociology,300,71.3,8.2,2.29,25.2,34.7,,60.9,0.0,stable,B,0
8dfc76ba-cc41-4cdf-a54d-0f563a76e13b,2,Sociology,300,79.2,16.1,3.01,38.1,39.9,60.9,86.2,25.3,improving,A,0
a7c58afa-7e26-4643-a994-816424f62849,1,Economics,200,84.4,7.7,2.14,34.3,32.6,,69.0,0.0,stable,B,0
a7c58afa-7e26-4643-a994-816424f62849,2,Economics,200,82.1,11.6,2.32,23.8,33.5,69.0,59.9,-9.1,declining,C,0
52a852e3-cfac-4332-adcd-687326887428,1,Mechanical Engineering,200,78.2,5.8,3.14,32.6,26.6,,59.6,0.0,stable,C,0
52a852e3-cfac-4332-adcd-687326887428,2,Mechanical Engineering,200,75.9,6.3,3.29,33.0,46.9,59.6,83.0,23.4,improving,A,0
6fea8ad0-031b-4bfe-9dbf-f23f083da912,1,Psychology,200,54.3,7.3,3.41,28.4,42.2,,82.2,0.0,stable,A,0
6fea8ad0-031b-4bfe-9dbf-f23f083da912,2,Psychology,200,83.6,17.7,3.76,35.0,42.0,82.2,79.2,-2.9,stable,A,0
32dac81d-1cb4-4a3b-a193-ddf0c759f7a2,1,Political Science,100,63.4,10.8,2.61,28.1,60.0,,82.5,0.0,stable,A,0
32dac81d-1cb4-4a3b-a193-ddf0c759f7a2,2,Political Science,100,85.3,3.9,2.62,37.5,33.7,82.5,68.0,-14.5,declining,B,0
a7a2f9e8-c063-41f4-97ed-600d5e4f28a0,1,Political Science,100,64.3,15.4,2.42,28.9,41.3,,68.3,0.0,stable,B,0
a7a2f9e8-c063-41f4-97ed-600d5e4f28a0,2,Political Science,100,100.0,15.2,1.38,35.9,32.0,68.3,70.5,2.2,stable,A,0
3753168f-97f7-44eb-9069-0e2cc3c9487e,1,Biology,200,63.1,11.4,3.4,32.0,28.0,,58.9,0.0,stable,C,0
3753168f-97f7-44eb-9069-0e2cc3c9487e,2,Biology,200,67.9,8.7,4.41,30.6,27.5,58.9,60.8,1.9,stable,B,0
834774cc-8833-4264-a912-b43d55926cee,1,Medicine,300,100.0,17.2,1.78,32.6,53.5,,84.0,0.0,stable,A,0
834774cc-8833-4264-a912-b43d55926cee,2,Medicine,300,81.7,15.9,2.26,31.0,8.4,84.0,36.4,-47.5,declining,F,1
eb73057b-6ceb-408f-b27e-8f7ed0e1fdd0,1,Electrical Engineering,100,71.2,5.8,4.31,22.1,33.3,,55.8,0.0,stable,C,0
eb73057b-6ceb-408f-b27e-8f7ed0e1fdd0,2,Electrical Engineering,100,96.6,4.8,3.93,34.4,26.5,55.8,62.3,6.4,improving,B,0
3d2a912b-b221-4fb2-a053-b30a21ea95d6,1,Political Science,200,78.0,9.0,3.06,28.7,38.7,,69.3,0.0,stable,B,0
3d2a912b-b221-4fb2-a053-b30a21ea95d6,2,Political Science,200,98.8,5.8,4.71,25.0,37.0,69.3,63.8,-5.5,declining,B,0
b6b1304d-9b73-4d7c-9ffb-0ffd0c922a58,1,Computer Engineering,100,79.2,8.9,2.83,28.4,31.1,,62.0,0.0,stable,B,0
b6b1304d-9b73-4d7c-9ffb-0ffd0c922a58,2,Computer Engineering,100,80.4,8.5,3.72,32.6,46.7,62.0,81.2,19.1,improving,A,0
801a499a-2627-4058-a4e4-77254882b622,1,Law,100,62.6,9.2,3.6,30.6,38.6,,69.5,0.0,stable,B,0
801a499a-2627-4058-a4e4-77254882b622,2,Law,100,94.2,9.0,3.44,32.8,36.2,69.5,72.3,2.8,stable,A,0
3a5e3f7e-26cd-47cc-9658-d42fb27e5e03,1,Medicine,300,87.4,16.1,4.04,32.6,51.4,,83.0,0.0,stable,A,0
3a5e3f7e-26cd-47cc-9658-d42fb27e5e03,2,Medicine,300,79.9,11.3,3.08,33.9,31.1,83.0,71.3,-11.7,declining,A,0
bc1e9bf1-97f5-4202-ab40-282baf74c5dd,1,Psychology,200,59.9,5.9,3.93,30.9,43.3,,76.2,0.0,stable,A,0
bc1e9bf1-97f5-4202-ab40-282baf74c5dd,2,Psychology,200,74.8,7.5,3.06,26.6,46.2,76.2,72.4,-3.8,stable,A,0
3ba6f7a0-cee9-46bc-ad08-b45f27d5b83f,1,Political Science,100,62.6,10.4,3.33,24.7,30.9,,56.3,0.0,stable,C,0
3ba6f7a0-cee9-46bc-ad08-b45f27d5b83f,2,Political Science,100,78.7,9.5,2.62,31.9,22.5,56.3,50.2,-6.1,declining,C,0
9bb90ec0-25ac-448f-8f3a-25cedf8fe09c,1,Biology,200,64.2,10.9,3.25,35.2,47.9,,82.6,0.0,stable,A,0
9bb90ec0-25ac-448f-8f3a-25cedf8fe09c,2,Biology,200,74.7,7.0,2.99,28.5,39.2,82.6,65.2,-17.4,declining,B,0
d0e40b65-3f60-4da5-82bb-978e49b524e1,1,Economics,100,82.8,19.7,2.91,33.6,51.8,,84.1,0.0,stable,A,0
d0e40b65-3f60-4da5-82bb-978e49b524e1,2,Economics,100,78.4,12.1,3.08,26.8,40.0,84.1,68.3,-15.8,declining,B,0
e9180155-e7fe-4e9e-a8a6-756692458695,1,Biochemistry,200,96.8,16.8,4.72,30.5,55.2,,86.2,0.0,stable,A,0
e9180155-e7fe-4e9e-a8a6-756692458695,2,Biochemistry,200,100.0,8.0,2.33,32.0,14.1,86.2,44.5,-41.7,declining,F,1
6281eb20-a67b-4973-afd1-b77c58fbd465,1,Computer Engineering,300,63.6,12.8,3.27,37.1,50.2,,85.5,0.0,stable,A,0
6281eb20-a67b-4973-afd1-b77c58fbd465,2,Computer Engineering,300,61.5,14.5,1.94,36.5,51.0,85.5,86.1,0.5,stable,A,0
94f75128-37f8-49e5-b62f-e16a46d91ff7,1,Business Administration,300,49.3,18.8,2.91,31.0,28.3,,57.5,0.0,stable,C,1
94f75128-37f8-49e5-b62f-e16a46d91ff7,2,Business Administration,300,75.1,12.2,2.64,33.1,28.3,57.5,61.0,3.5,stable,B,0
806739cc-ef33-4b6d-a601-c6a7571bd579,1,Psychology,200,76.8,14.6,3.57,24.7,27.2,,55.8,0.0,stable,C,0
806739cc-ef33-4b6d-a601-c6a7571bd579,2,Psychology,200,80.0,8.3,4.24,31.6,51.2,55.8,83.0,27.2,improving,A,0
52310b24-96d4-4711-9d03-55163ecd3746,1,Psychology,100,100.0,20.8,2.8,39.9,51.9,,95.9,0.0,stable,A,0
52310b24-96d4-4711-9d03-55163ecd3746,2,Psychology,100,60.5,15.4,3.85,18.3,31.9,95.9,44.1,-51.8,declining,F,1
2e6f8161-6800-4204-a4fb-94bbd8a78794,1,Biology,100,71.0,15.6,4.2,29.6,60.0,,85.4,0.0,stable,A,0
2e6f8161-6800-4204-a4fb-94bbd8a78794,2,Biology,100,49.4,11.7,3.31,24.7,19.3,85.4,43.8,-41.6,declining,F,1
7b8851c8-6909-41af-912b-ef20e5617d68,1,Computer Science,300,55.4,15.3,3.29,21.4,37.4,,55.6,0.0,stable,C,0
7b8851c8-6909-41af-912b-ef20e5617d68,2,Computer Science,300,74.1,16.8,2.21,32.3,36.1,55.6,66.1,10.4,improving,B,0
cce087e0-7677-4182-8896-7fa35f260b0d,1,Mechanical Engineering,200,73.4,6.8,2.56,23.7,54.6,,78.4,0.0,stable,A,0
cce087e0-7677-4182-8896-7fa35f260b0d,2,Mechanical Engineering,200,64.5,13.1,2.91,26.8,46.3,78.4,75.4,-3.1,stable,A,0
92631c0b-d728-4abf-b4f0-2892afc9b0c0,1,Computer Engineering,100,67.0,9.1,2.78,16.9,21.9,,42.9,0.0,stable,F,1
92631c0b-d728-4abf-b4f0-2892afc9b0c0,2,Computer Engineering,100,99.7,10.8,3.46,36.5,60.0,42.9,99.8,56.9,improving,A,0
1e64f0af-eb51-4fa0-aa2f-cf6190de439f,1,Accounting,100,73.1,7.2,1.71,30.6,26.0,,52.4,0.0,stable,C,0
1e64f0af-eb51-4fa0-aa2f-cf6190de439f,2,Accounting,100,65.3,6.6,4.35,32.5,38.3,52.4,75.2,22.8,improving,A,0
f85de4d0-f520-475c-b163-f11973207ef8,1,Law,300,76.2,7.7,4.22,32.9,28.6,,60.9,0.0,stable,B,0
f85de4d0-f520-475c-b163-f11973207ef8,2,Law,300,61.9,5.1,3.74,36.9,22.1,60.9,60.7,-0.2,stable,B,0
1160e61d-dd60-43b4-b47f-102a73e7392a,1,Architecture,300,65.2,9.6,2.53,23.7,37.4,,58.6,0.0,stable,C,0
1160e61d-dd60-43b4-b47f-102a73e7392a,2,Architecture,300,79.1,11.7,2.81,26.3,33.2,58.6,61.8,3.2,stable,B,0
e5ef7525-8998-4dca-805f-8a9757fe4f8b,1,Electrical Engineering,200,82.5,7.1,3.08,35.3,19.5,,56.4,0.0,stable,C,0
e5ef7525-8998-4dca-805f-8a9757fe4f8b,2,Electrical Engineering,200,65.1,14.9,2.39,19.0,24.1,56.4,43.2,-13.2,declining,F,1
51e4f223-d015-4f34-bee2-b0eb432a3e27,1,Medicine,200,78.9,7.5,3.51,22.5,36.7,,55.5,0.0,stable,C,0
51e4f223-d015-4f34-bee2-b0eb432a3e27,2,Medicine,200,65.2,12.2,2.31,26.1,48.4,55.5,72.8,17.3,improving,A,0
b7039866-674e-4b6e-8d54-160b514fa18e,1,Sociology,200,87.5,6.4,3.42,39.7,11.7,,49.0,0.0,stable,D,0
b7039866-674e-4b6e-8d54-160b514fa18e,2,Sociology,200,83.7,11.0,3.3,28.7,40.3,49.0,68.6,19.6,improving,B,0
fbe00ab5-f296-451b-8b1b-1719d3374bce,1,Biology,300,92.5,13.3,3.27,31.4,36.1,,66.3,0.0,stable,B,0
fbe00ab5-f296-451b-8b1b-1719d3374bce,2,Biology,300,80.9,9.9,3.23,40.0,47.2,66.3,86.3,20.0,improving,A,0
54f89548-a768-4d89-a3ec-5c71f8197a7f,1,Sociology,100,93.0,10.0,1.37,28.6,16.1,,43.7,0.0,stable,F,1
54f89548-a768-4d89-a3ec-5c71f8197a7f,2,Sociology,100,75.3,20.4,3.26,29.0,54.4,43.7,76.7,33.0,improving,A,0
ea3ce4e7-5abb-4c54-8fa3-4c07271e68a3,1,Psychology,300,78.5,15.9,1.82,36.4,43.3,,78.5,0.0,stable,A,0
ea3ce4e7-5abb-4c54-8fa3-4c07271e68a3,2,Psychology,300,84.5,23.4,3.15,33.1,43.4,78.5,74.0,-4.6,stable,A,0
f3b3440f-7772-4a05-aa7a-66f65d1f92e3,1,Electrical Engineering,300,87.5,7.7,3.06,30.1,41.4,,72.5,0.0,stable,A,0
f3b3440f-7772-4a05-aa7a-66f65d1f92e3,2,Electrical Engineering,300,90.6,9.4,2.78,28.2,32.9,72.5,62.2,-10.3,declining,B,0
f0aab39c-20fc-49b9-9b10-4c1a1ac1737e,1,Biology,100,86.4,7.4,3.7,39.0,41.8,,86.5,0.0,stable,A,0
f0aab39c-20fc-49b9-9b10-4c1a1ac1737e,2,Biology,100,63.4,5.8,1.58,35.2,38.8,86.5,73.8,-12.7,declining,A,0
f195f113-af71-40f3-ab6d-bd018d0a5edf,1,Electrical Engineering,200,79.2,6.4,4.96,31.5,40.6,,74.2,0.0,stable,A,0
f195f113-af71-40f3-ab6d-bd018d0a5edf,2,Electrical Engineering,200,82.2,13.1,2.37,33.8,57.9,74.2,95.8,21.5,improving,A,0
2d82a8fe-756c-4e37-9ce5-80a6a3cfea95,1,Law,300,98.9,9.4,2.21,34.2,36.7,,74.2,0.0,stable,A,0
2d82a8fe-756c-4e37-9ce5-80a6a3cfea95,2,Law,300,49.6,19.6,2.87,22.8,34.7,74.2,52.5,-21.7,declining,C,1
396508ed-07bf-4410-9770-d14b4e0c8dd9,1,Biochemistry,300,87.3,12.4,1.97,26.0,34.4,,65.4,0.0,stable,B,0
396508ed-07bf-4410-9770-d14b4e0c8dd9,2,Biochemistry,300,71.1,4.5,2.8,27.9,6.8,65.4,34.5,-30.9,declining,F,1
79735b6f-6c5d-43d1-8f56-b4d026abf6e2,1,Biology,300,71.5,15.5,4.48,34.9,42.3,,73.9,0.0,stable,A,0
79735b6f-6c5d-43d1-8f56-b4d026abf6e2,2,Biology,300,100.0,12.3,3.01,34.9,41.8,73.9,76.2,2.3,stable,A,0
78190085-8bb7-4ad1-8bcb-9ba7855aa645,1,Mechanical Engineering,300,66.4,9.3,2.97,25.6,30.4,,56.3,0.0,stable,C,0
78190085-8bb7-4ad1-8bcb-9ba7855aa645,2,Mechanical Engineering,300,71.2,19.5,0.88,34.7,53.2,56.3,81.6,25.3,improving,A,0
d1f4ee34-45f1-4f60-a0d1-ee9bcfe3119b,1,Medicine,100,69.9,10.1,1.87,25.1,24.9,,55.2,0.0,stable,C,0
d1f4ee34-45f1-4f60-a0d1-ee9bcfe3119b,2,Medicine,100,89.0,18.4,3.58,27.2,40.0,55.2,68.7,13.4,improving,B,0
68b507b8-6e67-48d8-a334-efcb95085f96,1,Mechanical Engineering,100,56.7,15.6,2.81,24.5,48.8,,74.6,0.0,stable,A,0
68b507b8-6e67-48d8-a334-efcb95085f96,2,Mechanical Engineering,100,69.6,17.8,2.14,32.0,47.9,74.6,79.0,4.3,stable,A,0
529784ef-1d73-4afe-9006-9aa6d6bcede2,1,Political Science,200,79.9,5.7,3.74,30.1,31.4,,64.6,0.0,stable,B,0
529784ef-1d73-4afe-9006-9aa6d6bcede2,2,Political Science,200,64.4,5.0,1.75,30.9,19.2,64.6,55.4,-9.1,declining,C,0
38a41a08-ee1c-46a4-87f7-f8381c60f5ad,1,Law,300,43.8,20.5,3.17,23.3,40.5,,65.0,0.0,stable,B,1
38a41a08-ee1c-46a4-87f7-f8381c60f5ad,2,Law,300,74.4,17.5,3.09,30.6,40.1,65.0,70.5,5.5,improving,A,0
b16defc2-1fdd-49d7-b4b2-644f61cb1ace,1,Computer Engineering,100,79.6,3.4,1.92,34.6,33.0,,67.1,0.0,stable,B,0
b16defc2-1fdd-49d7-b4b2-644f61cb1ace,2,Computer Engineering,100,75.3,13.7,2.57,26.2,41.9,67.1,65.1,-2.0,stable,B,0
7c1c100b-cf45-4cb0-88ad-2fb21cd5f610,1,Biochemistry,300,81.1,3.5,3.82,33.6,37.7,,74.2,0.0,stable,A,0
7c1c100b-cf45-4cb0-88ad-2fb21cd5f610,2,Biochemistry,300,100.0,17.1,1.53,28.6,34.0,74.2,62.7,-11.6,declining,B,0
3a28fe1d-676f-4721-810d-7e40077bee16,1,Biochemistry,300,82.8,8.4,3.15,27.8,31.2,,54.7,0.0,stable,C,0
3a28fe1d-676f-4721-810d-7e40077bee16,2,Biochemistry,300,61.2,5.2,2.22,32.5,23.7,54.7,64.1,9.4,improving,B,0
abc77796-2232-4bee-b5d2-0e16109aff02,1,Medicine,200,82.4,12.9,2.31,35.0,33.1,,68.4,0.0,stable,B,0
abc77796-2232-4bee-b5d2-0e16109aff02,2,Medicine,200,100.0,11.5,3.92,31.5,40.7,68.4,77.5,9.1,improving,A,0
3585bc85-cfd7-476a-b9fc-0d7b4741312c,1,Sociology,200,65.6,21.1,3.57,25.3,53.5,,81.7,0.0,stable,A,0
3585bc85-cfd7-476a-b9fc-0d7b4741312c,2,Sociology,200,84.3,4.1,2.42,30.6,32.1,81.7,64.5,-17.2,declining,B,0
b80851ec-f132-435c-867e-cf3631d807b2,1,Law,400,77.7,5.3,3.3,33.6,41.0,,77.8,0.0,stable,A,0
b80851ec-f132-435c-867e-cf3631d807b2,2,Law,400,87.5,14.3,2.94,24.2,45.4,77.8,70.2,-7.6,declining,A,0
ba0db427-9499-4acb-b376-e445e45a7133,1,Electrical Engineering,200,79.1,5.6,2.14,36.1,32.9,,71.0,0.0,stable,A,0
ba0db427-9499-4acb-b376-e445e45a7133,2,Electrical Engineering,200,75.4,12.1,3.75,27.5,42.1,71.0,68.3,-2.8,stable,B,0
a321f3e4-fb70-4c8a-8ccd-dbfadd420e71,1,Electrical Engineering,100,68.5,10.5,3.18,26.3,51.4,,75.0,0.0,stable,A,0
a321f3e4-fb70-4c8a-8ccd-dbfadd420e71,2,Electrical Engineering,100,72.2,9.8,4.16,30.4,50.6,75.0,76.6,1.6,stable,A,0
a27de6b1-3a15-4e60-b24f-f99ad1c8f71e,1,Biology,300,79.0,16.4,3.07,36.1,37.7,,78.1,0.0,stable,A,0
a27de6b1-3a15-4e60-b24f-f99ad1c8f71e,2,Biology,300,100.0,10.2,2.64,40.0,53.4,78.1,91.8,13.7,improving,A,0
c057d00b-383d-4849-b93c-2be631e81557,1,Economics,200,68.7,10.6,1.92,24.1,26.4,,48.2,0.0,stable,D,0
c057d00b-383d-4849-b93c-2be631e81557,2,Economics,200,74.5,13.2,4.24,24.9,52.7,48.2,77.0,28.8,improving,A,0
f3d1b6f1-ab67-4a4a-abc5-1de116d75d98,1,Biology,300,74.3,15.4,2.1,31.8,41.8,,75.1,0.0,stable,A,0
f3d1b6f1-ab67-4a4a-abc5-1de116d75d98,2,Biology,300,79.3,24.3,2.49,28.2,41.1,75.1,67.6,-7.5,declining,B,0
4b7df61d-90c2-4abe-ac28-fdfa4803fb6c,1,Law,400,65.4,17.9,4.14,25.2,37.8,,64.4,0.0,stable,B,0
4b7df61d-90c2-4abe-ac28-fdfa4803fb6c,2,Law,400,66.7,15.2,3.16,20.8,57.6,64.4,83.8,19.4,improving,A,0
19d39e8a-503d-4415-bc48-3833c372f2fd,1,Medicine,200,65.8,10.1,3.23,29.8,45.2,,81.1,0.0,stable,A,0
19d39e8a-503d-4415-bc48-3833c372f2fd,2,Medicine,200,72.3,8.0,1.9,25.8,34.2,81.1,65.4,-15.7,declining,B,0
85386293-710d-4789-a7e8-0364034996a4,1,Electrical Engineering,300,67.2,13.1,2.99,34.4,60.0,,92.8,0.0,stable,A,0
85386293-710d-4789-a7e8-0364034996a4,2,Electrical Engineering,300,67.7,17.2,3.55,37.8,50.2,92.8,86.9,-5.9,declining,A,0
30522839-aa5f-4f68-9a05-2cf8848e92a2,1,Architecture,100,83.9,17.5,3.66,34.3,55.5,,93.3,0.0,stable,A,0
30522839-aa5f-4f68-9a05-2cf8848e92a2,2,Architecture,100,95.7,15.2,2.87,34.9,53.7,93.3,86.1,-7.2,declining,A,0
ae96de4f-3d07-4771-944b-23f8a51c1861,1,Political Science,100,80.5,10.0,3.02,37.5,40.1,,77.8,0.0,stable,A,0
ae96de4f-3d07-4771-944b-23f8a51c1861,2,Political Science,100,54.6,15.7,3.52,36.7,40.2,77.8,77.6,-0.2,stable,A,0
5e42a2b5-0da5-4917-b78f-1e775512debb,1,Accounting,100,78.7,19.9,2.92,32.1,51.1,,83.8,0.0,stable,A,0
5e42a2b5-0da5-4917-b78f-1e775512debb,2,Accounting,100,68.3,13.0,3.86,23.5,43.3,83.8,64.7,-19.1,declining,B,0
a83fab52-1537-4a55-9af8-400ee5cb4942,1,Electrical Engineering,300,92.9,4.4,2.55,35.5,48.9,,84.2,0.0,stable,A,0
a83fab52-1537-4a55-9af8-400ee5cb4942,2,Electrical Engineering,300,66.7,21.4,1.84,17.3,48.4,84.2,64.2,-20.0,declining,B,0
5bbd0fc9-f8bc-4c75-b0fd-dcce79382b10,1,Electrical Engineering,300,59.7,15.5,3.2,24.1,29.7,,56.4,0.0,stable,C,0
5bbd0fc9-f8bc-4c75-b0fd-dcce79382b10,2,Electrical Engineering,300,84.8,11.5,4.48,26.6,26.9,56.4,51.4,-5.0,stable,C,0
892165a7-d8bb-4059-9f9f-1a278c030b36,1,Law,100,74.3,13.2,2.81,31.6,27.5,,63.5,0.0,stable,B,0
892165a7-d8bb-4059-9f9f-1a278c030b36,2,Law,100,73.8,17.6,3.27,32.0,49.8,63.5,83.2,19.7,improving,A,0
773d05cc-be90-4184-bc54-29e792e27ad7,1,Law,400,84.6,18.6,3.16,35.5,43.7,,83.5,0.0,stable,A,0
773d05cc-be90-4184-bc54-29e792e27ad7,2,Law,400,64.9,21.0,2.97,20.8,47.2,83.5,66.0,-17.5,declining,B,0
413020cc-31e2-4bc0-8699-80a14879e80b,1,Psychology,200,87.6,8.7,2.64,23.1,32.0,,47.8,0.0,stable,D,0
413020cc-31e2-4bc0-8699-80a14879e80b,2,Psychology,200,51.2,15.8,3.63,27.4,33.9,47.8,61.1,13.3,improving,B,0
ad58e799-b718-40b5-bce6-078a8285e4ee,1,Economics,200,74.9,6.2,4.2,34.4,35.6,,70.1,0.0,stable,A,0
ad58e799-b718-40b5-bce6-078a8285e4ee,2,Economics,200,78.1,1.8,2.8,27.2,21.9,70.1,48.2,-21.8,declining,D,0
2b1b9325-5ed3-48d6-abdd-b901b77bf90a,1,Economics,100,100.0,15.2,2.54,37.9,54.9,,95.6,0.0,stable,A,0
2b1b9325-5ed3-48d6-abdd-b901b77bf90a,2,Economics,100,75.9,8.8,3.56,32.1,47.3,95.6,81.4,-14.2,declining,A,0
e88e78e8-51ae-45b1-9d30-c26836b298a9,1,Sociology,300,90.7,9.3,4.05,34.1,60.0,,92.1,0.0,stable,A,0
e88e78e8-51ae-45b1-9d30-c26836b298a9,2,Sociology,300,100.0,13.0,2.48,32.6,36.0,92.1,69.9,-22.2,declining,B,0
46b28c27-d979-4148-8d34-38acfe1e9247,1,Computer Engineering,300,82.8,9.1,2.98,40.0,54.8,,96.1,0.0,stable,A,0
46b28c27-d979-4148-8d34-38acfe1e9247,2,Computer Engineering,300,75.6,12.6,3.49,25.0,38.4,96.1,58.4,-37.7,declining,C,0
ce29f86c-e7eb-4247-bfa4-58937e109218,1,Biochemistry,300,81.0,15.2,2.61,39.1,28.9,,63.5,0.0,stable,B,0
ce29f86c-e7eb-4247-bfa4-58937e109218,2,Biochemistry,300,78.4,17.2,4.35,28.4,56.8,63.5,85.1,21.5,improving,A,0
4bac810f-9822-4a9f-aa7a-f446514e83fc,1,Political Science,200,72.4,16.4,3.52,21.6,58.5,,84.3,0.0,stable,A,0
4bac810f-9822-4a9f-aa7a-f446514e83fc,2,Political Science,200,65.6,14.0,3.4,29.4,36.3,84.3,63.7,-20.6,declining,B,0
1af4b0e5-354e-435e-b185-90b89da97c10,1,Political Science,300,74.6,17.9,3.43,28.1,52.3,,71.9,0.0,stable,A,0
1af4b0e5-354e-435e-b185-90b89da97c10,2,Political Science,300,92.2,3.3,2.71,27.8,19.8,71.9,51.2,-20.7,declining,C,0
8fa33946-d772-4234-b174-69fab608d26c,1,Medicine,100,68.0,13.7,2.96,31.0,41.5,,68.6,0.0,stable,B,0
8fa33946-d772-4234-b174-69fab608d26c,2,Medicine,100,89.9,9.5,1.75,30.8,50.3,68.6,83.7,15.1,improving,A,0
bcd352de-8907-478a-9393-4b48aed625ac,1,Business Administration,200,69.8,10.3,2.74,39.3,41.6,,82.3,0.0,stable,A,0
bcd352de-8907-478a-9393-4b48aed625ac,2,Business Administration,200,90.5,13.2,2.79,32.1,39.3,82.3,71.3,-11.0,declining,A,0
176b3f17-ad40-47d4-b4ab-fb9cebbceea2,1,Electrical Engineering,200,85.9,12.3,3.59,31.8,41.7,,67.5,0.0,stable,B,0
176b3f17-ad40-47d4-b4ab-fb9cebbceea2,2,Electrical Engineering,200,88.7,13.7,3.8,18.3,60.0,67.5,77.8,10.3,improving,A,0
96a2647b-b05e-48db-80ff-e772de27c6b5,1,Computer Science,300,91.6,6.8,3.49,28.1,30.6,,64.4,0.0,stable,B,0
